date,year,quarter,rank,movie_cd,movie_nm,screen_count,show_count,audience_cnt,audience_acc,screen_share
2020-01-19,2020,2020Q1,8,20196272,미드웨이,260,374,7583,941075,4.687218316206958
2020-01-19,2020,2020Q1,9,20197803,겨울왕국 2,224,315,6681,13721190,4.038218857039841
2020-01-19,2020,2020Q1,10,20198414,시동,312,508,6363,3308844,5.624661979448351
2020-01-20,2020,2020Q1,1,20183002,해치지않아,1118,5281,67838,881233,23.47260130170061
2020-01-20,2020,2020Q1,2,20196670,나쁜 녀석들: 포에버,850,3375,35137,437722,17.84589544404787
2020-01-20,2020,2020Q1,3,20199581,닥터 두리틀,895,3533,29097,1483361,18.790678144026874
2020-01-20,2020,2020Q1,4,20192206,백두산,605,1571,13935,8214252,12.702078521939955
2020-01-20,2020,2020Q1,5,20198676,타오르는 여인의 초상,114,254,6272,39892,2.3934495066134787
2020-01-20,2020,2020Q1,6,20184571,천문: 하늘에 묻는다,427,703,5829,1974535,8.964938064245223
2020-01-20,2020,2020Q1,7,20198182,아내를 죽였다,16,29,5401,97564,0.3359227377703128
2020-01-20,2020,2020Q1,8,20195462,스타워즈: 라이즈 오브 스카이워커,424,723,4523,489987,8.90195255091329
2020-01-20,2020,2020Q1,9,20180939,남산의 부장들,9,9,2923,5438,0.18895653999580095
2020-01-20,2020,2020Q1,10,20198414,시동,305,506,2897,3311741,6.4035271887465885
2020-01-21,2020,2020Q1,1,20183002,해치지않아,1120,5239,64260,945493,21.44361478077733
2020-01-21,2020,2020Q1,2,20196670,나쁜 녀석들: 포에버,849,3331,32364,470086,16.255025847214245
2020-01-21,2020,2020Q1,3,20199581,닥터 두리틀,921,3537,28949,1512310,17.633543940264214
2020-01-21,2020,2020Q1,4,20192206,백두산,605,1573,12843,8227095,11.583381198544899
2020-01-21,2020,2020Q1,5,20198676,타오르는 여인의 초상,120,266,6853,46745,2.2975301550832854
2020-01-21,2020,2020Q1,6,20184571,천문: 하늘에 묻는다,429,719,5908,1980443,8.213670304422745
2020-01-21,2020,2020Q1,7,20195462,스타워즈: 라이즈 오브 스카이워커,420,735,5562,495549,8.0413555427915
2020-01-21,2020,2020Q1,8,20197803,겨울왕국 2,210,277,3176,13726850,4.02067777139575
2020-01-21,2020,2020Q1,9,20196272,미드웨이,254,388,3109,946796,4.8631054949262875
2020-01-21,2020,2020Q1,10,20198414,시동,295,489,2917,3314658,5.648094964579744
2020-01-22,2020,2020Q1,1,20180939,남산의 부장들,1363,7286,252058,257743,26.22666923224937
2020-01-22,2020,2020Q1,2,20192101,히트맨,944,4620,81509,97089,18.16432557244564
2020-01-22,2020,2020Q1,3,20188421,미스터 주: 사라진 VIP,647,2732,45094,51431,12.449490090436791
2020-01-22,2020,2020Q1,4,20183002,해치지않아,602,1563,23120,968613,11.583605926496055
2020-01-22,2020,2020Q1,5,20192300,스파이 지니어스 ,635,1722,21488,31520,12.218587646719262
2020-01-22,2020,2020Q1,6,20199581,닥터 두리틀,357,600,8442,1520752,6.8693477005964985
2020-01-22,2020,2020Q1,7,20196670,나쁜 녀석들: 포에버,339,528,5779,475865,6.522994035020203
2020-01-22,2020,2020Q1,8,20198676,타오르는 여인의 초상,85,190,4957,51702,1.6355589763324994
2020-01-22,2020,2020Q1,9,20198818,프린스 코기,20,20,3274,193638,0.38483740619588225
2020-01-22,2020,2020Q1,10,20192604,오즈의 마법사: 요술구두와 말하는 책,205,225,2367,2967,3.9445834135077926
2020-01-23,2020,2020Q1,1,20180939,남산의 부장들,1380,7588,334864,592607,26.376146788990823
2020-01-23,2020,2020Q1,2,20192101,히트맨,937,4719,120703,217792,17.909021406727827
2020-01-23,2020,2020Q1,3,20188421,미스터 주: 사라진 VIP,654,2795,53135,104566,12.5
2020-01-23,2020,2020Q1,4,20183002,해치지않아,605,1618,28931,997544,11.563455657492355
2020-01-23,2020,2020Q1,5,20192300,스파이 지니어스 ,633,1757,27414,58934,12.09862385321101
2020-01-23,2020,2020Q1,6,20199581,닥터 두리틀,367,612,10080,1530832,7.014525993883793
2020-01-23,2020,2020Q1,7,20196670,나쁜 녀석들: 포에버,351,546,8985,484850,6.708715596330276
